azimuth_deg,horizon_elev_deg
75.40,8.9895
75.50,9.0267
75.60,9.0267
75.70,9.0815
75.80,9.0815
75.90,9.0815
76.00,9.1468
76.10,9.1468
76.20,9.1468
76.30,9.1468
76.40,9.1932
76.50,9.1932
76.60,9.2860
76.70,9.2860
76.80,9.2860
76.90,9.2860
77.00,9.2860
77.10,9.2860
77.20,9.2860
77.30,9.3047
77.40,9.3047
77.50,9.3204
77.60,9.3204
77.70,9.3204
77.80,9.3204
77.90,9.3204
78.00,9.3726
78.10,9.3726
78.20,9.3726
78.30,9.3726
78.40,9.3726
78.50,9.2303
78.60,9.2303
78.70,9.2303
78.80,9.2303
78.90,9.2303
79.00,9.2303
79.10,9.0924
79.20,9.1186
79.30,9.1186
79.40,9.1186
79.50,9.1186
79.60,9.1186
79.70,9.1186
79.80,9.2182
79.90,9.2182
80.00,9.2182
80.10,9.2182
80.20,9.2182
80.30,9.1519
80.40,9.1519
80.50,9.1519
80.60,9.1519
80.70,9.1519
80.80,9.1519
80.90,9.1519
81.00,9.1118
81.10,9.1118
81.20,9.1118
81.30,9.1118
81.40,9.1118
81.50,9.1118
81.60,9.0383
81.70,9.0383
81.80,9.0383
81.90,9.0383
82.00,9.0383
82.10,9.0383
82.20,9.2169
82.30,9.2169
82.40,9.2169
82.50,9.2169
82.60,9.2169
82.70,9.2169
82.80,9.0784
82.90,9.0784
83.00,9.0784
83.10,9.0784
83.20,9.0784
83.30,9.0653
83.40,9.0653
83.50,8.9546
83.60,8.9546
83.70,8.9546
83.80,8.9546
83.90,8.9546
84.00,8.9546
84.10,8.9546
84.20,8.9474
84.30,8.9474
84.40,8.9474
84.50,8.9474
84.60,8.9474
84.70,8.9474
84.80,8.8210
84.90,8.8210
85.00,8.8210
85.10,8.8210
85.20,8.8210
85.30,8.8210
85.40,8.8210
85.50,8.6130
85.60,8.6130
85.70,8.6130
85.80,8.6130
85.90,8.6130
86.00,8.6130
86.10,8.5589
86.20,8.4770
86.30,8.4770
86.40,8.4770
86.50,8.4770
86.60,8.4770
86.70,8.4770
86.80,8.3547
86.90,8.3547
87.00,8.3547
87.10,8.3547
87.20,8.3547
87.30,8.3547
87.40,8.3547
87.50,8.2868
87.60,8.2868
87.70,8.2868
87.80,8.2868
87.90,8.2868
88.00,8.2868
88.10,8.2868
88.20,8.2607
88.30,8.2607
88.40,8.2607
88.50,8.2607
88.60,8.2607
88.70,8.2607
88.80,8.1971
88.90,8.1971
89.00,8.1971
89.10,8.1971
89.20,8.1971
89.30,8.1971
89.40,8.1971
89.50,8.1271
89.60,8.1271
89.70,8.1271
89.80,8.1271
89.90,8.1271
90.00,8.1271
90.10,8.1271
90.20,8.0705
90.30,8.0705
90.40,8.0705
90.50,8.0705
90.60,8.0705
90.70,8.0705
90.80,8.0705
90.90,8.0759
91.00,8.0759
91.10,8.0759
91.20,8.0759
91.30,8.0759
91.40,8.0759
91.50,8.0759
91.60,7.9800
91.70,7.9800
91.80,7.9800
91.90,7.9800
92.00,7.9800
92.10,7.9800
92.20,7.9800
92.30,7.8400
92.40,7.8400
92.50,7.8400
92.60,7.8400
92.70,7.8400
92.80,7.8400
92.90,7.8400
93.00,7.6423
93.10,7.7425
93.20,7.7425
93.30,7.7425
93.40,7.7425
93.50,7.7425
93.60,7.7425
93.70,7.7425
93.80,7.7441
93.90,7.7441
94.00,7.7441
94.10,7.7441
94.20,7.7441
94.30,7.7441
94.40,7.7441
94.50,7.7441
94.60,7.6230
94.70,7.6230
94.80,7.6230
94.90,7.6230
95.00,7.6230
95.10,7.6230
95.20,7.6230
95.30,7.5289
95.40,7.5289
95.50,7.5289
95.60,7.5289
95.70,7.5289
95.80,7.5289
95.90,7.5289
96.00,7.4672
96.10,7.4672
96.20,7.4672
96.30,7.4672
96.40,7.4672
96.50,7.4672
96.60,7.4672
96.70,7.3427
96.80,7.3427
96.90,7.3551
97.00,7.3551
97.10,7.3551
97.20,7.3551
97.30,7.3551
97.40,7.3551
97.50,7.3551
97.60,7.3052
97.70,7.3052
97.80,7.3052
97.90,7.3052
98.00,7.2150
98.10,7.2150
98.20,7.2150
98.30,7.2150
98.40,7.2841
98.50,7.2841
98.60,7.2841
98.70,7.2841
98.80,7.2841
98.90,7.2841
99.00,7.2841
99.10,7.2354
99.20,7.2354
99.30,7.4189
99.40,7.4189
99.50,7.4189
99.60,7.4189
99.70,7.4189
99.80,7.4189
99.90,7.4189
100.00,7.4189
100.10,7.3608
100.20,7.3608
100.30,7.3608
100.40,7.3608
100.50,7.3608
100.60,7.3608
100.70,7.3608
100.80,7.2412
100.90,7.2412
101.00,7.2412
101.10,7.2412
101.20,7.2412
101.30,7.2412
101.40,7.2412
101.50,7.2412
101.60,7.1740
101.70,7.1740
101.80,7.1740
101.90,7.2594
102.00,7.2594
102.10,7.1293
102.20,7.1293
102.30,7.1293
102.40,7.0598
102.50,7.0598
102.60,7.0598
102.70,7.0150
102.80,7.0150
102.90,7.0150
103.00,7.0150
103.10,7.0150
103.20,7.0150
103.30,7.0150
103.40,6.6271
103.50,6.6271
103.60,6.6271
103.70,6.6271
103.80,6.6271
103.90,6.6271
104.00,6.6271
104.10,6.6271
104.20,6.3399
104.30,6.3399
104.40,6.3399
104.50,6.3399
104.60,6.2638
104.70,6.2638
104.80,6.0742
104.90,6.0742
105.00,5.9780
105.10,5.8619
105.20,5.8619
105.30,5.8619
105.40,5.8619
105.50,5.7712
105.60,5.7712
105.70,5.7712
105.80,5.4214
105.90,5.4214
106.00,5.4214
106.10,5.4214
106.20,5.4214
106.30,5.3603
106.40,5.3603
106.50,5.3603
106.60,5.2706
106.70,5.2706
106.80,5.2706
106.90,5.2706
107.00,4.9573
107.10,4.9497
107.20,4.9497
107.30,4.9497
107.40,4.9497
107.50,4.9497
107.60,4.9497
107.70,4.9497
107.80,4.6969
107.90,4.6969
108.00,4.6969
108.10,4.6969
108.20,4.4875
108.30,4.4875
108.40,4.4875
108.50,4.4875
108.60,4.4875
108.70,4.2492
108.80,4.2492
108.90,4.2492
109.00,4.2492
109.10,4.2492
109.20,4.1247
109.30,4.1247
109.40,4.1247
109.50,4.1247
109.60,3.9231
109.70,3.9231
109.80,3.9231
109.90,3.9231
110.00,3.9231
110.10,3.6757
110.20,3.6757
110.30,3.6757
110.40,3.4865
110.50,3.4740
110.60,3.4740
110.70,3.4504
110.80,3.4227
110.90,3.4179
111.00,3.4420
111.10,3.4678
111.20,3.4877
111.30,3.4877
111.40,3.4667
111.50,3.4993
111.60,3.4993
111.70,3.4657
111.80,3.4991
111.90,3.5594
112.00,3.5594
112.10,3.5807
112.20,3.5807
112.30,3.5779
112.40,3.6211
112.50,3.6211
112.60,3.6269
112.70,3.6079
112.80,3.5821
112.90,3.5821
113.00,3.5671
113.10,3.5924
113.20,3.5711
113.30,3.5603
113.40,3.5603
113.50,3.5351
113.60,3.5219
113.70,3.4695
113.80,3.4695
113.90,3.4432
114.00,3.3845
114.10,3.3845
114.20,3.3363
114.30,3.2976
114.40,3.2287
114.50,3.1842
114.60,3.1730
114.70,3.1220
114.80,3.0494
114.90,3.0494
115.00,3.0248
115.10,2.9715
115.20,2.9108
115.30,2.9108
115.40,2.7658
115.50,2.7658
115.60,2.6972
115.70,2.7174
115.80,2.6654
115.90,2.6654
116.00,2.5957
116.10,2.5957
116.20,2.5627
116.30,2.5691
116.40,2.5691
116.50,2.5013
116.60,2.4738
116.70,2.4337
116.80,2.4337
116.90,2.3791
117.00,2.3325
117.10,2.3189
117.20,2.3189
117.30,2.1735
117.40,2.1735
117.50,2.0676
117.60,2.0389
117.70,1.9577
117.80,1.8694
117.90,1.8534
118.00,1.8043
118.10,1.8148
118.20,1.7478
118.30,1.7478
118.40,1.7424
118.50,1.7221
118.60,1.6631
118.70,1.6922
118.80,1.6594
118.90,1.7069
119.00,1.7290
119.10,1.7290
119.20,1.7246
119.30,1.7207
119.40,1.6758
119.50,1.6758
119.60,1.6232
119.70,1.6232
119.80,1.5489
119.90,1.5115
120.00,1.4303
120.10,1.4303
120.20,1.3165
120.30,1.3165
120.40,1.1491
120.50,1.1491
120.60,1.1396
120.70,1.1396
120.80,1.1659
120.90,1.1431
121.00,1.1431
121.10,1.2136
121.20,1.2136
121.30,1.2221
121.40,1.2121
121.50,1.1926
121.60,1.1926
121.70,1.1140
121.80,1.1375
121.90,1.0875
122.00,1.0948
122.10,1.0948
122.20,1.0953
122.30,1.0572
122.40,1.1048
122.50,1.1483
122.60,1.2025
122.70,1.2326
122.80,1.2700
122.90,1.2700
123.00,1.2189
123.10,1.2189
123.20,1.1952
123.30,1.1621
123.40,1.2266
123.50,1.2452
123.60,1.3104
123.70,1.3104
123.80,1.3283
123.90,1.3411
124.00,1.3411
124.10,1.3280
124.20,1.3368
124.30,1.3409
124.40,1.3409
124.50,1.3351
124.60,1.3351
124.70,1.3666
124.80,1.3666
124.90,1.3646
125.00,1.3976
125.10,1.4055
125.20,1.4193
125.30,1.4187
125.40,1.4296
125.50,1.4395
125.60,1.4395
125.70,1.4862
125.80,1.4934
125.90,1.5214
126.00,1.5437
126.10,1.5437
126.20,1.5493
126.30,1.6208
126.40,1.6277
126.50,1.6102
126.60,1.6102
126.70,1.5644
126.80,1.5437
126.90,1.5196
127.00,1.5166
127.10,1.5166
127.20,1.5297
127.30,1.5297
127.40,1.4874
127.50,1.4805
127.60,1.4420
127.70,1.4065
127.80,1.3837
127.90,1.3565
128.00,1.3565
128.10,1.3835
128.20,1.3516
128.30,1.3423
128.40,1.3423
128.50,1.3064
128.60,1.2689
128.70,1.2511
128.80,1.1868
128.90,1.1649
129.00,1.0714
129.10,1.0714
129.20,1.0520
129.30,1.0253
129.40,1.0240
129.50,1.0274
129.60,1.0219
129.70,1.0219
129.80,0.9979
129.90,0.9605
130.00,0.9769
130.10,0.9588
130.20,0.9588
130.30,0.9825
130.40,0.9305
130.50,0.9822
130.60,0.9717
130.70,1.0257
130.80,1.0257
130.90,1.0255
131.00,1.0970
131.10,1.0818
131.20,1.1627
131.30,1.1622
131.40,1.2070
131.50,1.2348
131.60,1.2348
131.70,1.2429
131.80,1.2429
131.90,1.2080
132.00,1.2521
132.10,1.2344
132.20,1.2994
132.30,1.2994
132.40,1.2994
132.50,1.3579
132.60,1.3780
132.70,1.4386
132.80,1.4324
132.90,1.4656
133.00,1.5035
133.10,1.4967
133.20,1.5369
133.30,1.5369
133.40,1.5450
133.50,1.5855
133.60,1.5744
133.70,1.5870
133.80,1.5870
133.90,1.6191
134.00,1.6440
134.10,1.6440
134.20,1.6907
134.30,1.7270
134.40,1.7609
134.50,1.8048
134.60,1.8048
134.70,1.8581
134.80,1.8581
134.90,1.8843
135.00,1.9444
135.10,1.9488
135.20,2.0091
135.30,2.0291
135.40,2.0701
135.50,2.0948
135.60,2.1444
135.70,2.1444
135.80,2.1773
135.90,2.2224
136.00,2.2406
136.10,2.2445
136.20,2.2710
136.30,2.2710
136.40,2.3189
136.50,2.3189
136.60,2.3294
136.70,2.3530
136.80,2.3530
136.90,2.3288
137.00,2.2670
137.10,2.2346
137.20,2.2141
137.30,2.1962
137.40,2.2481
137.50,2.2158
137.60,2.1671
137.70,2.1551
137.80,2.1296
137.90,2.1296
138.00,2.0931
138.10,2.1199
138.20,2.1199
138.30,2.1057
138.40,2.0605
138.50,2.0488
138.60,2.0031
138.70,1.9725
138.80,1.8575
138.90,1.8329
139.00,1.8286
139.10,1.7758
139.20,1.7601
139.30,1.7601
139.40,1.7412
139.50,1.7030
139.60,1.6868
139.70,1.6868
139.80,1.6417
139.90,1.6071
140.00,1.6240
140.10,1.5866
140.20,1.5851
140.30,1.5177
140.40,1.4991
140.50,1.4657
140.60,1.4469
140.70,1.4469
140.80,1.4277
140.90,1.3953
141.00,1.3953
141.10,1.3518
141.20,1.3518
141.30,1.3246
141.40,1.3254
141.50,1.3254
141.60,1.3641
141.70,1.3844
141.80,1.4397
141.90,1.4397
142.00,1.4410
142.10,1.4410
142.20,1.4619
142.30,1.4474
142.40,1.4923
142.50,1.5235
142.60,1.5235
142.70,1.5708
142.80,1.5708
142.90,1.6295
143.00,1.6329
143.10,1.6615
143.20,1.6446
143.30,1.6446
143.40,1.6104
143.50,1.6104
143.60,1.5797
143.70,1.5725
143.80,1.5317
143.90,1.4787
144.00,1.4787
144.10,1.3893
144.20,1.3893
144.30,1.3325
144.40,1.2992
144.50,1.3033
144.60,1.3459
144.70,1.3896
144.80,1.3896
144.90,1.4431
145.00,1.5556
145.10,1.5556
145.20,1.6116
145.30,1.6035
145.40,1.6035
145.50,1.5681
145.60,1.5273
145.70,1.4717
145.80,1.4188
145.90,1.3552
146.00,1.2219
146.10,1.2219
146.20,1.1222
146.30,1.0426
146.40,1.0426
146.50,0.9454
146.60,0.8791
146.70,0.8269
146.80,0.7933
146.90,0.7365
147.00,0.6465
147.10,0.6465
147.20,0.5873
147.30,0.4739
147.40,0.4486
147.50,0.4148
147.60,0.3359
147.70,0.3231
147.80,0.3195
147.90,0.3266
148.00,0.3351
148.10,0.3425
148.20,0.4146
148.30,0.4595
148.40,0.5242
148.50,0.5456
148.60,0.5965
148.70,0.6312
148.80,0.6656
148.90,0.6976
149.00,0.7282
149.10,0.7745
149.20,0.8181
149.30,0.8358
149.40,0.8615
149.50,0.9040
149.60,0.9696
149.70,0.9815
149.80,1.0138
149.90,1.0599
150.00,1.0932
150.10,1.1395
150.20,1.1764
150.30,1.1811
150.40,1.2176
150.50,1.2176
150.60,1.2139
150.70,1.2606
150.80,1.2984
150.90,1.3713
151.00,1.4282
151.10,1.4477
151.20,1.4725
151.30,1.5096
151.40,1.5676
151.50,1.5757
151.60,1.5899
151.70,1.6267
151.80,1.6602
151.90,1.6986
152.00,1.6843
152.10,1.7663
152.20,1.8120
152.30,1.8680
152.40,1.9038
152.50,1.9038
152.60,1.9084
152.70,1.9673
152.80,2.0078
152.90,2.0707
