frame,fire_x,fire_y,bearing_deg,elev_deg,range_m,lat,lon,terrain_alt_m
frame4_frame_0009.png,446.0,227.0,95.1499,4.0145,1836.7,34.53303063,73.02369998,1510.00
frame4_frame_0010.png,343.0,227.0,95.1418,4.0243,1837.4,34.53303240,73.02370752,1510.00
frame4_frame_0011.png,240.0,229.0,95.1339,3.9561,1832.6,34.53303842,73.02365701,1510.00
